頻道,日期,影片ID,標題,影片長度,觀看人數,網址
ctitv,20190305,B_9qBxDpoT0,開直播吸金上億　孫耀威轉型當網紅,103,1270,https://youtu.be/B_9qBxDpoT0
ctitv,20190305,GCmB8Zq8AXQ,洗車場談判債務遭圍毆　男突吞不明粉末喪命,72,399,https://youtu.be/GCmB8Zq8AXQ
ctitv,20190305,FUQRYS8uNls,鳳梨酥吃出在地化　加地方特產變金磚,158,11762,https://youtu.be/FUQRYS8uNls
ctitv,20190305,IqRRc6mrnEo,蔡英文「安保說」遭日打臉　陸媒：根本不現實,76,5587,https://youtu.be/IqRRc6mrnEo
ctitv,20190305,L-wx7vzzRH4,中油出包！烏龍漲價、又漏油5千公升飄惡臭隱匿15天,117,3083,https://youtu.be/L-wx7vzzRH4
ctitv,20190305,79aUDOs-JCw,蘇揆喊「小心陸政治框架」　韓：不會帶掃帚出訪,95,24362,https://youtu.be/79aUDOs-JCw
ctitv,20190305,oo4JexSMWec,非個案！清洗速食店加購杯突破裂　男右手割傷,97,714,https://youtu.be/oo4JexSMWec
ctitv,20190305,UYJRGia66SM,疑民眾亂丟菸蒂　北車轉運站惡火燒花圃,84,443,https://youtu.be/UYJRGia66SM
ctitv,20190305,Esa60tOyVPI,獨家掌握韓國瑜訪陸行程　港進、廈門小三通返台,100,25055,https://youtu.be/Esa60tOyVPI
ctitv,20190305,B2ZgOc9MhZ8,輕生女尋救命恩人　目擊者：是一群熱血年輕人,56,1571,https://youtu.be/B2ZgOc9MhZ8
ctitv,20190305,V2bRb8ASO7o,廚餘嬰屍案今解剖　刑罰關鍵在「一口氣」,94,927,https://youtu.be/V2bRb8ASO7o
ctitv,20190305,9nF4aYnVYm4,南下密會韓談什麼？　連勝文：只是順路拜訪,89,46874,https://youtu.be/9nF4aYnVYm4
ctitv,20190305,jqKnlOL6E4U,藍太陽卡韓動作大！　基層聲浪「直接徵召選總統」,75,30789,https://youtu.be/jqKnlOL6E4U
ctitv,20190305,8pgV7ES4MqU,「你流氓還我流氓啊」　清潔員嗆警大鬧醫院,91,2018,https://youtu.be/8pgV7ES4MqU
ctitv,20190305,mtXQTkIhdkk,疑遭丟包或摔落？　女腿傷詭臥國道路肩,78,208,https://youtu.be/mtXQTkIhdkk
ctitv,20190305,NxnuFQDXQ3A,深夜高雄不平靜　三起砍殺案多人掛彩,93,1220,https://youtu.be/NxnuFQDXQ3A
ctitv,20190305,icorEpSMdyY,墜地傘兵秦良丰出院　許願「年底前站起來」,83,3096,https://youtu.be/icorEpSMdyY
ctitv,20190305,qGZf8ERnMEA,投資失利欠百萬　持槍匪劫銀行4小時被逮,106,414,https://youtu.be/qGZf8ERnMEA
ctitv,20190305,Y9Ym00UXOoc,廢核！2025電價恐漲3成3　企業痛批藐視民意,98,3883,https://youtu.be/Y9Ym00UXOoc
ctitv,20190305,48W6omNDCQY,三子彰化合體助柯呈枋？　盧秀燕：全力安排中,97,20144,https://youtu.be/48W6omNDCQY
ctitv,20190305,O7vSzew9KqE,韓流「翻轉」新北！　最新民調：鄭世維領先余天4%,101,45066,https://youtu.be/O7vSzew9KqE
ctitv,20190305,3e-SghnyAvI,林青霞牛仔勁裝　返台挺「滾滾紅塵」首映,100,2918,https://youtu.be/3e-SghnyAvI
ctitv,20190305,s0F9vNk4ask,"2.6秒0到100加速完成  疾速超跑驚艷全場",215,531,https://youtu.be/s0F9vNk4ask
ctitv,20190305,xxzaRRkIAlQ,捅2刀！　愛車無故遭人插利剪　車主：好可怕,80,300,https://youtu.be/xxzaRRkIAlQ
ctitv,20190305,Jj2U4tEfbP0,廉航搶客價格再下殺！飛沖繩只要777元,79,1461,https://youtu.be/Jj2U4tEfbP0
ctitv,20190305,ekJcpDaD21w,"韓國瑜訪星馬！見新加坡首富  獨家專訪「牽線人」胡志強",199,5774,https://youtu.be/ekJcpDaD21w
ctitv,20190305,C1eBg7ArNrI,工作有嫌隙記恨？！　男持開山刀猛砍同事,53,331,https://youtu.be/C1eBg7ArNrI
ctitv,20190305,8_tc2GEUNSI,疑感情糾紛釀3傷　街頭械鬥男遭砍斷腳筋,76,200,https://youtu.be/8_tc2GEUNSI
ctitv,20190305,P2cGn-RVQM0,復古彩繪村暴紅　遊客無公德心　惹怒村民封牆,74,1148,https://youtu.be/P2cGn-RVQM0
ctitv,20190305,F-GKPOyap40,太扯！貨車扯斷電線拔起電桿腰折　鄰近150戶停電,67,480,https://youtu.be/F-GKPOyap40
ctitv,20190305,RALoLsaXl3c,來台念碩竟淪非法奴工？　菲籍生控訴育達科大,93,2368,https://youtu.be/RALoLsaXl3c
ctitv,20190305,m-DQrvlSjFQ,雙方均酒駕！　男女無照雙載遭撞彈飛　傷重不治,93,549,https://youtu.be/m-DQrvlSjFQ
ctitv,20190305,5WHtiZVKHKs,仇家街口狹路相逢　土城男慘遭連轟3槍,84,700,https://youtu.be/5WHtiZVKHKs
ctitv,20190305,0Lul14Fkaiw,國旅旺季推補助　業者怨春遊資金壓力大,100,1297,https://youtu.be/0Lul14Fkaiw
ctitv,20190305,o63dpu-eFaY,「要陸委會放心」　韓訪陸前籲中央別扯後腿？！,101,20000,https://youtu.be/o63dpu-eFaY
ctitv,20190305,WZK8O4ZXrZ8,民調聲望高漲！　拱韓國瑜拚2020呼聲擋不住？,106,33784,https://youtu.be/WZK8O4ZXrZ8
ctitv,20190305,PoaIJXbLjXI,韓國瑜出關行程滿　連勝文也私下拜訪,106,70393,https://youtu.be/PoaIJXbLjXI
ctitv,20190305,gOKCaOMqujI,60秒劫走50萬！　板橋搶銀匪4小時落網,97,589,https://youtu.be/gOKCaOMqujI
ctitv,20190305,QxZZQgwqonA,【氣象】白天回暖　傍晚起鋒面接近天氣不穩定,266,905,https://youtu.be/QxZZQgwqonA
ctitv,20190305,_tpbZts3Z00,高雄水果商機湧現　連兩天忙外銷出貨,100,58076,https://youtu.be/_tpbZts3Z00
ctitv,20190304,4FKIGsSbCe0,【氣象】明天白天氣溫升　明晚鋒面近轉下雨,141,1859,https://youtu.be/4FKIGsSbCe0
ctitv,20190304,IJpse9LLy1w,韓市長專櫃！　Q板周邊商品　圍巾、頭巾、襪子排滿滿,98,55223,https://youtu.be/IJpse9LLy1w
ctitv,20190304,fwlwNpjB--4,陸媒「黑科技」AI跑兩會　5G+4K新聞秒傳,143,5057,https://youtu.be/fwlwNpjB--4
ctitv,20190304,EE-S0d3drxc,朱王互槓、吳敦義等時機　藍四王奪嫡「他」勝出？！,242,5988,https://youtu.be/EE-S0d3drxc
ctitv,20190304,a8F0hbtWzgU,警署「嚴打」破功！一週全台淪「街頭戰場」,103,6375,https://youtu.be/a8F0hbtWzgU
ctitv,20190304,z1hT01PrVq4,任「比武招親」關主　許淑華自爆不扮神力女超人,101,47464,https://youtu.be/z1hT01PrVq4
ctitv,20190304,dEYIW2g_J9Q,韓流助攻！　謝龍介民調勝對手12%　台南恐翻盤,88,39889,https://youtu.be/dEYIW2g_J9Q
ctitv,20190304,V007MDFw-Yw,台北燈節黑漆漆！攤商怨虧錢　賺不夠付租金,88,30639,https://youtu.be/V007MDFw-Yw
ctitv,20190304,8LLv28dXuu8,高雄道路「平」了嗎　深喉嚨之眼體檢,150,51181,https://youtu.be/8LLv28dXuu8
ctitv,20190304,kEHNVwGZlfk,沈玉琳搭鄭世維直播　自曝慧眼！看準韓流崛起,105,13919,https://youtu.be/kEHNVwGZlfk
ctitv,20190304,pjp64euCMdA,韓拚觀光成效好！運將：月賺比菊執政高一倍,105,109668,https://youtu.be/pjp64euCMdA
ctitv,20190304,nBh2cDdo8e0,綠也看好會贏！　沈富雄拱韓　代擬參選聲明,96,44672,https://youtu.be/nBh2cDdo8e0
ctitv,20190304,kwhVG9p9zMw,連跑三間租嘸機車　228連假人潮擠爆高雄,81,10500,https://youtu.be/kwhVG9p9zMw
ctitv,20190304,oTsvsn1FAPw,連假練龜息大法　韓國瑜只PO一文人氣仍第一,88,20521,https://youtu.be/oTsvsn1FAPw
ctitv,20190304,L1-ZXwWIAbM,國旅旺季推補助　業者怨春遊資金壓力大,96,2947,https://youtu.be/L1-ZXwWIAbM
ctitv,20190304,3yiWY0qR0L4,「沉默匪」持槍闖銀行　劫50萬騎車逃逸,91,520,https://youtu.be/3yiWY0qR0L4
ctitv,20190304,PEQo28g6bP8,韓國瑜出訪星馬　帥氣「土包子西裝」大揭密！,78,15495,https://youtu.be/PEQo28g6bP8
ctitv,20190304,l_iEUnzbfQ4,韓流再襲三重？　鄭世維力邀韓選前之夜站台,102,13263,https://youtu.be/l_iEUnzbfQ4
ctitv,20190304,AJrOSAQ0ikE,"尷尬！　馬拉松冠軍衝線 攝影車擋道撞掉彩帶",95,268,https://youtu.be/AJrOSAQ0ikE
ctitv,20190304,iPBA982z8Vg,否決核電改推「高價風電」　藍委轟：圖利外商？,106,1115,https://youtu.be/iPBA982z8Vg
ctitv,20190304,ODsmyRYjjCE,創意氣球搭韓流、扭出愛情產業鏈　韓國瑜驚艷！,100,52634,https://youtu.be/ODsmyRYjjCE
ctitv,20190304,0bR6wn5K3y8,謝龍介3/9造勢出奇招！　韓盧侯合體戰車掃街,111,44054,https://youtu.be/0bR6wn5K3y8
ctitv,20190304,gaa8F8vz75U,大安區老公寓裝電梯　房價每坪漲10萬,167,515,https://youtu.be/gaa8F8vz75U
ctitv,20190304,kQqmxIf8xMM,三月底出訪大陸　韓國瑜喊話陸委會「放心」,108,25950,https://youtu.be/kQqmxIf8xMM
ctitv,20190304,TD5YYpYdChM,囂張！　24名青少年　隨機攔車勒索　擄人毆打,86,1067,https://youtu.be/TD5YYpYdChM
ctitv,20190304,xUfislyUaVk,「豬隊友」同事太粗心　工人被液壓機壓死,78,687,https://youtu.be/xUfislyUaVk
ctitv,20190304,3iYRWfVS6ZE,挺韓選總統！　王鴻薇籲藍太陽：別把最強「堵門內」,111,23021,https://youtu.be/3iYRWfVS6ZE
ctitv,20190304,nGDVRqTAyeE,雙北接連傳擄人案！　惡煞橫行治安亮紅燈,119,176,https://youtu.be/nGDVRqTAyeE
ctitv,20190304,_6yUF_QiaZ4,龜息大法練3天！　韓市長現身「脣紅齒白」精神好,71,2915,https://youtu.be/_6yUF_QiaZ4
ctitv,20190304,6XFhIrgQj5o,廚餘桶嬰屍DNA比對　與情侶房內血跡相符,103,1988,https://youtu.be/6XFhIrgQj5o
ctitv,20190304,acKprxlcpTE,星馬mix台味　雲林肉骨茶火鍋湯頭回甘,150,825,https://youtu.be/acKprxlcpTE
ctitv,20190304,oO_vQrPG-AE,高雄農產「貨出去」！　一天狂賣「16萬500公斤」,83,54358,https://youtu.be/oO_vQrPG-AE
ctitv,20190304,hlg-y2hPi44,獨家！四月訪美東　韓國瑜行程搶先曝光,95,30910,https://youtu.be/hlg-y2hPi44
ctitv,20190304,QXJN2nZ4rL8,韓國瑜練龜息大法補元氣　中西醫皆認同,79,640,https://youtu.be/QXJN2nZ4rL8
ctitv,20190304,-bZ04A9OfdI,余文樂出賣司機照！　周杰倫秒報復粉絲笑翻,97,506,https://youtu.be/-bZ04A9OfdI
ctitv,20190304,lVw1Oey_ggI,香港全國政協反對「港獨」　推兩岸三地青年交流,90,182,https://youtu.be/lVw1Oey_ggI
ctitv,20190304,Ko8L4zCAhFQ,廣東街頭小吃「煎釀三寶」　鮮美酥脆又多汁,67,126,https://youtu.be/Ko8L4zCAhFQ
ctitv,20190304,ktItcmnn3Pg,張惠妹突破封殺令　再度站上小巨蛋飆唱,101,218,https://youtu.be/ktItcmnn3Pg
ctitv,20190304,1ppXOgPbImI,吳釗燮證實「部分邦交鬆動」　劍指北京謀挖牆腳,102,423,https://youtu.be/1ppXOgPbImI
ctitv,20190304,4C1KxHQape0,「發財標語」貼滿街　金門店家盼韓團隊「路過加持」,95,83657,https://youtu.be/4C1KxHQape0
ctitv,20190304,Bav9yK-0S9s,木棉花綻放後棉絮飄　民怨「衣服不敢晾外頭」,74,547,https://youtu.be/Bav9yK-0S9s
ctitv,20190304,CHnpoTX1IrM,72年來最暖冬天！　全台農作慘賠1.3億,89,1141,https://youtu.be/CHnpoTX1IrM
ctitv,20190304,tF5L4hx9HFE,韓流3/9掃台南！　韓國瑜、謝龍介週末再合體,88,22542,https://youtu.be/tF5L4hx9HFE
ctitv,20190304,CgO0ZJEecs0,建案廣告掛滿滿！　整條路行道樹皆是違規看板,68,626,https://youtu.be/CgO0ZJEecs0
ctitv,20190304,jvMcNb8PO6w,行人命喪斑馬線屢傳　專家批：位置設計不良,102,559,https://youtu.be/jvMcNb8PO6w
ctitv,20190304,pREkjJjC844,太歲頭上動土！　大膽女賊竟偷媽祖化妝品,72,1350,https://youtu.be/pREkjJjC844
ctitv,20190304,Mj62yQcPScw,章魚燒1盒9萬！　店員開錯發票急哭　國稅局：可更正,76,847,https://youtu.be/Mj62yQcPScw
ctitv,20190304,rtdlOlJ9RcA,「挺其邁」暴紅　郭家肉粽7月將漲價開發票,87,7640,https://youtu.be/rtdlOlJ9RcA
ctitv,20190304,9K5ZCl6VGBc,「南南合作」！　韓團隊將走訪廈門、深圳等南方城市,83,20415,https://youtu.be/9K5ZCl6VGBc
ctitv,20190304,kkpyizSgFGo,每天嗡聲量仍輸韓？柯：我不是當部落客,93,1784,https://youtu.be/kkpyizSgFGo
ctitv,20190304,S8UHc-KfdOo,設計系學生爆抄襲　買原廠組裝畢業專題,66,422,https://youtu.be/S8UHc-KfdOo
ctitv,20190304,ku2EXVC399I,「神秘力量叫我做」　留美女碩士弒母遭收押,98,561,https://youtu.be/ku2EXVC399I
ctitv,20190304,6Z0keTzoMcc,街頭囂張開3槍擄人　3煞「抓錯人」急丟包,91,401,https://youtu.be/6Z0keTzoMcc
ctitv,20190304,wzio1btMFnE,擄人大車隊！　卅惡煞搭7車　光天化日當街綁兩人,109,1334,https://youtu.be/wzio1btMFnE
ctitv,20190304,OZCRmWEs1f0,7旬婦跌入國小蓄水池　受困25小時險凍死,88,725,https://youtu.be/OZCRmWEs1f0
ctitv,20190304,JasHlWN-_pY,夢魘！　228連假出遊　5車無辜遭噴漆割輪胎,78,196,https://youtu.be/JasHlWN-_pY
ctitv,20190304,ZwU98Qapw3k,卡韓？　朱要韓拚市政！　周錫瑋續推兩階段初選,102,22983,https://youtu.be/ZwU98Qapw3k
ctitv,20190304,4femBRDgYmM,挾韓流氣勢拚2020立委！高雄藍營喊「八仙過海」,116,85711,https://youtu.be/4femBRDgYmM
ctitv,20190304,7nLGZvZEKzI,世衛流感疫苗會議　台灣5年來首缺席,103,4113,https://youtu.be/7nLGZvZEKzI
ctitv,20190304,VCtyf2UB878,"龜息大法練3天！ 韓市長終現身喊「嗨」",75,60288,https://youtu.be/VCtyf2UB878
ctitv,20190304,L9J5AUAuM0o,"韓國瑜捐贈龍柱曝光！韓粉興奮追隨 廟方：人多3成",111,129730,https://youtu.be/L9J5AUAuM0o
ctitv,20190303,Vl_t4D0L2vM,18歲騎士撞救護車噴飛　肝臟下體破裂重傷,75,5993,https://youtu.be/Vl_t4D0L2vM
ctitv,20190303,bYJERXo0J9Y,拚經濟也熱心公益！韓為演唱會錄影片催票,99,70071,https://youtu.be/bYJERXo0J9Y
ctitv,20190303,_NLVZFmjWtM,Q版韓國瑜、謝龍介合體　粉絲瘋合照,107,72411,https://youtu.be/_NLVZFmjWtM
ctitv,20190303,SmOiKW2pR6s,高市LINE帳號悄換新標誌　「LOVE」合成高字,98,64658,https://youtu.be/SmOiKW2pR6s
ctitv,20190303,DlpXZYpq0TA,特斯拉降價300萬　舊車主抗議：當我是盤子嗎,111,40010,https://youtu.be/DlpXZYpq0TA
ctitv,20190303,JfF5MPMqQBA,韓國瑜選不選總統　攤商辦民調、支持者多,101,151048,https://youtu.be/JfF5MPMqQBA
ctitv,20190303,ggeqoUvbVMs,「貼紙哥」黃建豪送500顆肉包　力挺韓國瑜選總統,85,35025,https://youtu.be/ggeqoUvbVMs
ctitv,20190303,sOzWdGH5_x4,韓出訪「零」私務全在拚　前外交官：前所未見,99,73024,https://youtu.be/sOzWdGH5_x4
ctitv,20190303,wBIaK8DUcrw,香蕉遠賣中東　農委會「運費補助」1kg45元誰賺？,102,34595,https://youtu.be/wBIaK8DUcrw
ctitv,20190303,GVgkBhCCgaU,農委會「既有通路」揭祕！　藍委：辦「台灣週」哪算？,105,35574,https://youtu.be/GVgkBhCCgaU
ctitv,20190303,0jWl40_jDH0,龜息大法PK嗡嗡嗡！　韓網路聲量大勝柯,102,52654,https://youtu.be/0jWl40_jDH0
ctitv,20190303,tIbUlB8JQqU,追死因！　墜樓送醫又逃院　壓制傷患竟猝死,96,447,https://youtu.be/tIbUlB8JQqU
ctitv,20190303,yl4_k4u9fjg,「神秘力量叫我做」　口角衝突惡女弒母,125,2704,https://youtu.be/yl4_k4u9fjg
ctitv,20190303,7jur8NeSL5s,韓國瑜學弟「牛排哥」　賣「牛排+土虱」拚經濟,104,88005,https://youtu.be/7jur8NeSL5s
ctitv,20190303,9SL8PD92szY,1.5萬人祈福法會　韓國瑜未出席副市長代打,109,78597,https://youtu.be/9SL8PD92szY
ctitv,20190303,TYsi61Uvba4,不滿被要求熄火加油　男子爆粗口毆打員工,87,752,https://youtu.be/TYsi61Uvba4
ctitv,20190303,a1zDNBg5WJ4,還我提款卡來！　醉漢半夜「猛砸」機器出氣,70,989,https://youtu.be/a1zDNBg5WJ4
ctitv,20190303,idx1s_2Os1I,寄2.2公尺掃帚送蘇揆　陸網友遭政院「拒收」,92,111977,https://youtu.be/idx1s_2Os1I
ctitv,20190303,AFqTYsnENXI,史無前例！　韓市長出訪　星馬媒體「總統級」關注,95,52624,https://youtu.be/AFqTYsnENXI
ctitv,20190303,jv5u0KnVpi8,2020誰出征？！　藍小雞齊盼韓國瑜拉抬選情,124,19382,https://youtu.be/jv5u0KnVpi8
ctitv,20190303,g_rIOiczzk4,世紀同框！　木村逛街巧遇梁朝偉合影留念,109,910,https://youtu.be/g_rIOiczzk4
ctitv,20190303,7mjDh33rvS0,運將身體不適困車內　2正妹見義勇為救人,87,1589,https://youtu.be/7mjDh33rvS0
ctitv,20190303,J-WGkq6tR_s,昏睡遭誤認猝死報警　法醫驗屍驚：活的！,83,1438,https://youtu.be/J-WGkq6tR_s
ctitv,20190303,XKpBnil8aqk,玩具獵人超會尋寶　限量「神力女超人」86萬賣出,99,885,https://youtu.be/XKpBnil8aqk
ctitv,20190303,uY6LWauLVPA,獨家！韓國瑜「包子熱」燒華府　300僑胞嗑包子,80,76812,https://youtu.be/uY6LWauLVPA
ctitv,20190303,zVdg-Lk6CVU,小S女兒「許老三」燙捲髮　撞翻一票明星臉,110,1517,https://youtu.be/zVdg-Lk6CVU
ctitv,20190302,1-38cK0ABfM,酒駕累犯殯儀館上課！講習震撼版本月初上路,90,1279,https://youtu.be/1-38cK0ABfM
ctitv,20190302,fFPA1koz3KM,用銅板能吃飽！三重噴汁水煎包一顆賣5元,90,11321,https://youtu.be/fFPA1koz3KM
ctitv,20190302,yC9qlekaAwk,打造全台首富！　韓國瑜受邀6日北上演講,107,16235,https://youtu.be/yC9qlekaAwk
ctitv,20190302,s1eRmb9Y5xU,挺韓國瑜進總統府！　韓流「祭品文」再現韓粉搶排,68,5006,https://youtu.be/s1eRmb9Y5xU
ctitv,20190302,kLaxLBatBJg,貨車尾「貼五百」吸睛！　網：見錢眼開保持距離？,79,2940,https://youtu.be/kLaxLBatBJg
ctitv,20190302,IhPqrog3c7U,228連假第三天　人潮車潮塞爆台中港三井,91,1082,https://youtu.be/IhPqrog3c7U
ctitv,20190302,7Q3eI_LoDio,台灣燈會周邊美食多！　「蜂巢蝦、東港碗粿」夯,99,1577,https://youtu.be/7Q3eI_LoDio
ctitv,20190302,JG5zFkmgPJE,讚韓國瑜帶新氣象　鄒兆龍：我高雄人我支持,107,20883,https://youtu.be/JG5zFkmgPJE
ctitv,20190302,H2XVh3pCsFQ,韓出訪送「橘子畫」　作者是前警政署副署長！,94,5274,https://youtu.be/H2XVh3pCsFQ
ctitv,20190302,j1_gQZ1n83A,美國華僑組5天4.5萬「追韓旅團」　為捕獲韓市長,116,9293,https://youtu.be/j1_gQZ1n83A
ctitv,20190302,UsamWR1bu8E,韓國瑜拚招商「誠懇彎腰」照曝光　粉絲直呼感動,84,10636,https://youtu.be/UsamWR1bu8E
ctitv,20190302,Vk5ljAC46rE,韓國瑜累壞取消開球　韓粉不捨難掩失望,92,12677,https://youtu.be/Vk5ljAC46rE
ctitv,20190302,lf5_CyZPEnk,民進黨創黨精神　前綠委讚：韓國瑜做到2項,98,17552,https://youtu.be/lf5_CyZPEnk
ctitv,20190302,4dmQG_ikazo,余天：黨內民調領先20%！　名嘴酸「壯膽用」,96,12801,https://youtu.be/4dmQG_ikazo
ctitv,20190302,ypEsnmCoaPY,連假貓空賞花釀悲劇！　夫錯打倒車檔害妻亡,73,464,https://youtu.be/ypEsnmCoaPY
ctitv,20190302,a6JB0tGl3n0,信徒瘋「搶轎」　成角頭「意氣之爭」遶境變調,91,129,https://youtu.be/a6JB0tGl3n0
ctitv,20190302,uimBctqbATY,「為什麼不能拜」　堂口人行道違規架壇位爆口角,78,2526,https://youtu.be/uimBctqbATY
ctitv,20190302,p7KEjtHU1dk,展科技軟實力　兩會首用5G+VR搶眼球,92,1317,https://youtu.be/p7KEjtHU1dk
ctitv,20190302,1xUuRMflkyE,連假大里超夯景點湧人潮　哺乳室挨批太陽春,91,746,https://youtu.be/1xUuRMflkyE
ctitv,20190302,UxTjvjUa7fk,萬株櫻花盛開！　配冰「消暑」　冰棒熱銷上千支,73,334,https://youtu.be/UxTjvjUa7fk
ctitv,20190302,TnjNmmPNiFE,疑引擎過熱自燃！　遊覽車燒10多分鐘撲滅,76,153,https://youtu.be/TnjNmmPNiFE
ctitv,20190302,Pc9rulxS22c,手機行3支新iPhone失竊　大衣男閒晃撬櫃偷,83,76,https://youtu.be/Pc9rulxS22c
ctitv,20190302,ChQa85e-jSo,陸快時尚品牌傳歇業　瘋搶2折衣險暴動,77,119,https://youtu.be/ChQa85e-jSo
ctitv,20190302,TUwfm4Cj47Q,車上叫賣笑翻天　搞笑小妹「老闆」親上陣,90,1091,https://youtu.be/TUwfm4Cj47Q
ctitv,20190302,w9FoxHFzofE,突然倒塌！「綠世界生態農場」遊客遭樹木壓傷,96,197,https://youtu.be/w9FoxHFzofE
ctitv,20190302,LXvGWjx2yoI,獨家！　韓流四月天　洛杉磯600張餐券傳秒殺,92,6313,https://youtu.be/LXvGWjx2yoI
ctitv,20190302,D8USBP0Y1Tg,深山小村無腿女醫　板凳爬山17年無休為村民,177,1020,https://youtu.be/D8USBP0Y1Tg
ctitv,20190302,9o7QEZXENhk,金鑽鳳梨3月直銷北京　超市與網路賣台灣水果,146,108489,https://youtu.be/9o7QEZXENhk
ctitv,20190302,WIuG2JLfjwQ,誰在汙染？　居民覺醒扮柯南　揪「噁水元凶」,140,1730,https://youtu.be/WIuG2JLfjwQ
ctitv,20190302,_n_ch3SA0Kk,天突降下黑雨？　蔬果、屋裡外瞬間變黑、有毒？,141,5568,https://youtu.be/_n_ch3SA0Kk
ctitv,20190302,eCrZqQFA2tM,陸政協：民主協商寄希望台人民　不取代兩岸談判,86,1279,https://youtu.be/eCrZqQFA2tM
ctitv,20190302,aIzGNLj7SgU,寵兒商機！百貨5層親子空間　連假單日5萬人次,104,364,https://youtu.be/aIzGNLj7SgU
ctitv,20190303,c-BHY6tKVB8,宜蘭一夜兩起車禍　釀1死1重傷,61,477,https://youtu.be/c-BHY6tKVB8
ctitv,20190303,c-K5LJkgsOE,玩碰碰車？駕駛壓力大恍神　連撞5次護欄,91,325,https://youtu.be/c-K5LJkgsOE
ctitv,20190303,PxX7XMybqWk,藍太陽接力挺鄭世維！　民眾指定「韓國瑜」再北上,78,65636,https://youtu.be/PxX7XMybqWk
ctitv,20190303,OK-PYuS1BIA,雲林地瓜搶灘上海　巧變蛋糕「甜到免加糖」,152,18789,https://youtu.be/OK-PYuS1BIA
ctitv,20190303,eu1StEidWdU,騎馬上學OUT！　內蒙小學生騎「駱駝」到校,80,1520,https://youtu.be/eu1StEidWdU
ctitv,20190303,PGQjR-EnGM0,抗韓流走偏鋒？　蔡公開要求「台日安保對話」,97,8607,https://youtu.be/PGQjR-EnGM0
ctitv,20190303,gwe10IFNymE,收假日全台濕涼　北部週一下探15℃,98,383,https://youtu.be/gwe10IFNymE
ctitv,20190303,WT_bCXNfOfg,害羞！「馬成」16集21次吻戲　崔振赫獨家揭密,113,3867,https://youtu.be/WT_bCXNfOfg
ctitv,20190303,CPgyZ5UxZYs,恐怖！比特犬咬狗2天2起　民眾憂幼童安全,106,3755,https://youtu.be/CPgyZ5UxZYs
ctitv,20190303,CjoVs6ehS6k,人倫血案！　士林老婦家中離奇死　疑女兒下手,84,637,https://youtu.be/CjoVs6ehS6k
ctitv,20190303,M6iAnEj8wBI,2歲兒公園玩遭炸傷　母控國小童闖禍沒道歉,91,366,https://youtu.be/M6iAnEj8wBI
ctitv,20190303,6t6iv3a83vM,【氣象】228收假日變天　中部以北全天降溫有雨,155,527,https://youtu.be/6t6iv3a83vM
ctitv,20190303,rtlcWS3U3Pc,太誇張！男子國道醉騎機車　一路拒捕鑽車縫,90,444,https://youtu.be/rtlcWS3U3Pc
ctitv,20190303,v3rMXZfSAqU,又是你！　醉鬧派出所　美籍男「狂吐」警口水,84,1063,https://youtu.be/v3rMXZfSAqU
ctitv,20190303,PfEhiL72ueE,北市警掃蕩林森北路　酒店妹排排站受檢,75,1281,https://youtu.be/PfEhiL72ueE
ctitv,20190303,EfxWsLUt-VY,與館長一同直播！孫安佐揭聯邦監獄風雲,79,824,https://youtu.be/EfxWsLUt-VY
ctitv,20190303,VcLciHySvh8,宗教晚宴尬場？　蔡英文剛離開　柯文哲就來了,108,944,https://youtu.be/VcLciHySvh8
ctitv,20190303,TyAWIGvAjhw,屏東旗魚黑輪彈牙鮮美　「手上工夫」飄香秘訣,164,755,https://youtu.be/TyAWIGvAjhw
ctitv,20190303,rbuHbACTpSE,高雄PK台灣燈會「預算、人數」　網友：韓市長又贏了！,78,49954,https://youtu.be/rbuHbACTpSE
ctitv,20190303,h-dyXP2kNfQ,吸睛！　北高酒店擴大臨檢　百位辣妹排排站,88,1568,https://youtu.be/h-dyXP2kNfQ
ctitv,20190303,EGgA8uSvD2s,"急了! 柯呈枋打「合體牌」　力邀禿燕漢站台",101,89548,https://youtu.be/EGgA8uSvD2s
ctitv,20190303,yfIvSMzHarI,「喝高粱的牛」　金門牛肉鮮甜飄酒香,140,2769,https://youtu.be/yfIvSMzHarI
ctitv,20190303,c1JV2JJlRRM,高雄蜜棗又賣出去！　3000公斤500箱銷廈門,91,117629,https://youtu.be/c1JV2JJlRRM
ctitv,20190303,l-reg0dz_0w,2020誰出征？！　藍小雞齊盼韓國瑜拉抬選情,119,52367,https://youtu.be/l-reg0dz_0w
ctitv,20190303,O7wTTLZXyso,韓粉跟著禿子玩！　高捷2月運量創新高,92,59191,https://youtu.be/O7wTTLZXyso
ctitv,20190303,JHVVDMlNexQ,跟著韓流拚經濟！　業者推光頭「韓國芋」蛋糕,74,32732,https://youtu.be/JHVVDMlNexQ
ctitv,20190303,fuUM3d4brt0,228連假尾聲！　估國道午後現返鄉壅塞潮,52,3349,https://youtu.be/fuUM3d4brt0
ctitv,20190303,6tG9rStXuO8,女乘客唱「我沒有錯」　列車長制止竟飆國罵,79,5008,https://youtu.be/6tG9rStXuO8
ctitv,20190303,gVjgbCdfUq4,摯愛女友遭輾斃　謝政鵬哽咽送最後一程,84,4654,https://youtu.be/gVjgbCdfUq4
ctitv,20190303,7C9g0mAF3pc,韓出訪鐵人行程　返台兩天未露面　網疑：又龜息？,96,55151,https://youtu.be/7C9g0mAF3pc
